Title,Ingredients,Steps,Author,Servings,Link
Genjer Sambal Tempe,"[' 4 ikat Genjer', '300 gr tempe', '3 batang daun bawang', '6 siung bawang putih', '6 siung bawang merah', '3 biji cabe merah', '10 biji rawit', '1 buah tomat', '2 ruas jempol kencur', '1 cm jahe', '1 cm lengkuas', 'secukupnya Garam dan bumbu kaldu', 'secukupnya Minyak']","['Potong-potong genjer, haluskan tempe, iris daun bawang', 'Iris"" cabe merah, rawit, dan tomat.', 'Geprek bawang putih, kencur, jahe dan lengkuas, iris bawang merah, panaskan minyak', 'Goreng geprekan bawang putih hingga wangi kemudian masukkan irisan bawang merah setelah layu masukkan irisan daun bawang', 'Masukkan irisan cabe""an dan tomat kemudian masukkan tempe', 'Aduk"" hingga tercampur rata dan matang, kemudian masukkan genjer', 'Beri garam dan bumbu secukupnya, biarkan proses memasak dan bumbu meresap', 'Tes rasa matikan kompor sajikan']",Chiensyn Kuliner  ,5 porsi,https://cookpad.com/id/resep/25715773
Gado-Gado Betawi,"['100 g Kacang tanah', '1 buah Tahu goreng', '1 potong Tempe goreng', '1 buah Kentang rebus', '1 buah Wortel', '5 batang Kacang panjang', '3 lembar Kol', '1 genggam Daun bayam', '2 siung Bawang putih', '2 buah Cabai merah', '2 sdm Gula Rose Brand', '1/2 sdt Penyedap rasa A Satu Rose Brand', '1/2 sdt Garam', '150 ml Air matang']","['Sangrai kacang tanah hingga harum, lalu haluskan bersama bawang putih dan cabai. Tambahkan gula, penyedap rasa, dan garam, aduk rata.', 'Tuang air panas sedikit demi sedikit, aduk hingga saus kacang mengental dan tetap hangat.', 'Potong-potong semua sayuran, tahu, tempe, dan kentang sesuai selera.', 'Tata sayuran, tahu, tempe, dan kentang di piring. Sajikan segera']",Lina,2 porsi,https://cookpad.com/id/resep/25791309
Mpek Mpek Dos,"['150 g Tepung beras', '50 g Tepung terigu', '200 g tapioka', '200 ml Air', '2 siung Bawang putih halus', '1 sdt Garam', '1/2 sdt Gula', '1/2 sdt Penyedap rasa', '1 butir Telur ayam (opsional)', 'secukupnya Minyak goreng']","['Campur tepung beras, tepung terigu, bawang putih, garam, gula, penyedap dan air aduk rata lalu panaskan kompir aduk2 sampai adonan menggumpal angkat dinginkan', 'Tambahkan 1 butir telur lalu aduk rata dan masukan sedikit demi sedikit tapioka, adonin hingga kalis', 'Bentuk adonan sesuai selera, bisa diisi telur jika suka.', 'Rebus mpek mpek dalam air mendidih hingga mengapung, angkat dan tiriskan.', 'Goreng mpek mpek hingga kuning keemasan.', 'Sajikan dengan cuko sesuai selera.']",lienature,2 porsi,https://cookpad.com/id/resep/25788413
Semur ayam kentang wortel,"['1/2 kg sayap ayam', '2 buah kentang', '1 buah wortel sedang', '1 1/2 buah tomat (opsional mau berapa)', '2 buah cabai merah', '2 buah cengkeh', '1/2 bunga bunga lawang', 'secukupnya Air', '6 siung bawang putih', '10 siung bawang merah', '1/2 pala', '1/2 sdt merica utuh', '1 sdt kecap asin', '3 sdm kecap manis', '1 sdt kaldu bubuk (atau sesuai selera)', '2 sdm gula', '1/2 sdm garam']","['Bersihkan ayam, kupas kentang dan wortel lalu cuci', 'Potong cabai merah dan tomat sesuai selera', 'Goreng kentang dan wortel setengah matang. Kemudian lakukan yang sama pada ayam', 'Haluskan bumbu. Tumis bumbu hingga harum', 'Setelah harum masukkan tomat dan cabai merah yang sudah dipotong', 'Setelah agak layu masukkan ayam', 'Tambahkan air. Setelah ayam matang, tambahkan kentang dan wortel', 'Beri seasoning dan masak hingga agak menyusut airnya', 'Tes rasa. Dan semur pun siap dihidangkan']",Umi Latifah,Unknown,https://cookpad.com/id/resep/25790363
Ayam Rica-Rica,"['4 potong ayam (disesuaikan)', '1/2 sdt merica', '1 sdt kaldu ayam', '2 sdt garam', '1-2 jeruk nipis', '5 siung bawang merah', '6 siung bawang putih', '8 cabe merah keriting (opsional)', '8 cabe rawit merah', '2 ruas jahe', '2 ruas kunyit', '5 kemiri', '3 lembar daun salam', '5 lembar daun jeruk', '2 serai (geprek)', ' Telur puyuh (opsional)', ' Gula']","['Bersihkan ayam, lalu marinasi dengan bumbu marinasi', 'Haluskan bumbu halus', 'Kemudian ayam yang sudah dimarinasi boleh digoreng terlebih dahulu', 'Rebus telur puyuh', 'Panaskan minyak, masukkan bumbu halus, daun salam, daun jeruk dan serai yang sudah digeprek. Masak hingga harum', 'Tambahkan ayam, kemudian masukkan sedikit air, masukkan garam, kaldu ayam dan gula. Masak dan rasa hingga rasanya sesuai', 'Setelah rasa sudah sesuai, matikan api, lalu sajikan']",Alifa Nisrina,Unknown,https://cookpad.com/id/resep/25790173
Sayur Lodeh Bumbu Ulek,"['secukupnya labu siam, jagung, terong, dan kacang panjang (atau bisa juga beli di supermarket 1 pack sayur lodeh)', 'secukupnya tempe atau tahu putih (opsional)', '5 siung bawang merah', '3 siung bawang putih', '3 btr kemiri, sangrai', '1/2 sdt ketumbar', '1/2 keping terasi (saya merek ABC)', '65 ml santan cair (kemasan segitiga)', '2 lbr daun salam', '1 ruas jempol lengkuas, geprek', '2 bh cabe hijau keriting, iris serong', '1 bh cabe merah keriting, iris serong', 'secukupnya gula, garam dan kaldu bubuk', 'secukupnya air untuk memasak']","['Haluskan semua bahan bumbu halus. Kemudian tumis bumbu halus dengan lengkuas juga daun salam hingga harum dan berubah warna.', 'Masukkan air ke dalam panci, masak jagung hingga setengah matang. Lalu masukkan bumbu yang sudah ditumis sebelumnya, garam, gula, dan kaldu bubuk. Aduk hingga merata.', 'Jika sudah, masukkan labu siam, terong, kacang panjang, tempe / tahu putih dan juga santan. Masak sayur hingga setengah matang. Untuk santan aduk terus sampai mendidih supaya tidak pecah santan.', 'Terakhir masukkan cabe hijau dan merah iris, aduk dan masak hingga layu. Koreksi rasa.', 'Sajikan.']",amelia fitri,Unknown,https://cookpad.com/id/resep/25785800
Sambal Terasi Tomat,"['7 Cabai merah panjang', '5 Cabai seret besar besar', '3 Cabai hijau adeknya cabai seret besar besar', '2 Tomat kecil', '1 Terasi kemasan permen', 'Secukupnya garam', 'secukupnya Penyedap rasa', 'secukupnya Gula', 'Sedikit Minyak', '4 Bawang merah', '3 bawang putih']","['Cuci bahannya,dan potong potong,terutama cabainya supaya ketika di tumis tidak meletup, kemudian tumis dengan minyak sedikit, apinya kecil saja', 'Bakar terasi, sampai menguat wangi terasinya', 'Kemudian di uleg uleg sampai halus atau sesuai selera, jangan lupa tambahkan garam, gula, dan penyedap rasa supaya tambah mantap, tes rasa, dan siap di sajikan']",Asmazieza,3 orang,https://cookpad.com/id/resep/25784919
Sambal Pete Ayam Suwir,"['250 g Dada ayam', '100 g Cabai merah', '5 siung Bawang merah', '3 siung Bawang putih', '3 lembar Daun jeruk', '2 batang Serai', '2 papan Petai', 'secukupnya Minyak goreng', 'secukupnya Garam', 'secukupnya Micin', 'secukupnya Royco', 'sedikit Gula']","['Rebus dada ayam hingga matang, lalu suwir-suwir.', 'Kupas petai dan potong sesuai selera.', 'Blender cabai, bawang merah, dan bawang putih.', 'Tumis daun jeruk dan serai dengan minyak hingga harum.', 'Masukkan bumbu halus, tumis hingga harum.', 'Tambahkan petai dan ayam suwir, aduk rata.', 'Bumbui dengan garam, micin, Royco, dan sedikit gula.', 'Tumis hingga matang, cek rasa, lalu matikan kompor.', 'Sajikan sambal petai ayam suwir.']",Yandi Surya,2 porsi,https://cookpad.com/id/resep/25789734
Sambal Cumi Pete,"['100 g Cabe', '3 siung Bawang putih', '5 siung Bawang merah', '4 lembar Daun jeruk', '3 batang Serai', '250 g Cumi', '2 papan Pete', 'secukupnya Minyak goreng', 'secukupnya Garam', 'secukupnya Micin', 'sedikit Roiko sapi/ayam', 'sedikit Gula']","['Blender cabe, bawang putih, dan bawang merah hingga halus.', 'Kupas pete dan potong cumi kecil-kecil.', 'Panaskan minyak, tumis daun jeruk dan serai hingga harum.', 'Masukkan bumbu halus, tumis sampai harum.', 'Tambahkan garam, micin, roiko, dan gula, tumis hingga 3/4 matang.', 'Masukkan cumi, masak sekitar 3 menit agar tidak alot.', 'Masukkan pete, aduk rata, matikan kompor, cek rasa.']",Yandi Surya,2 porsi,https://cookpad.com/id/resep/25789681
Garang Asem Ayam,"['8 potong Ayam, saya pakai bagian paha', '2 ruas Lengkuas, geprek', '2 batang Serai, geprek', '5 lembar Daun salam', '6 lembar Daun jeruk', '4 butir Tomat hijau, potong²', '10 Cabe rawit setan (sesuaikan)', '100 ml Santan Rose Brand', '800 ml Air', 'secukupnya Garam &amp; Gula', 'secukupnya Lada &amp; Kaldu rasa jamur/Penyedap', 'secukupnya Minyak Goreng Rose Brand untuk menumis', '8 siung Bawang putih', '14 butir Bawang merah', '2 ruas Jahe', 'secukupnya Daun pisang']","['Siapkan bahan².', 'Tumis bumbu halus dengan Minyak Goreng Rose Brand hingga harum. Masukkan serai, daun salam & daun jeruk. Tumis hingga bumbu matang.', 'Tuang air & Santan Rose Brand, aduk rata. Masukkan ayam, bumbui dengan garam, gula, lada bubuk & kaldu rasa jamur/penyedap. Masak hingga ayam matang & bumbu meresap, jangan lupa tes rasa ya.', 'Masukkan potongan tomat & cabe. Masak sebentar. Siapkan wadah tahan panas yang dilapisi dengan daun pisang. Masukkan ayam ke dalamnya + kuahnya juga. Tutup lagi dengan daun pisang. Kukus sekitar 30 menit. Angkat & sajikan panas/hangat.']",Pujani Handayani,4 orang,https://cookpad.com/id/resep/25788398
Sambal Kecombrang Teri Medan,"['1 ons teri medan', '15-20 butir bawang merah', '10 cabe merah keriting', '20 cabe rawit merah', '3 kuncup kecombrang', 'Secukupnya garam', 'Secukupnya minyak goreng', 'Secukupnya kaldu jamur']","['Goreng teri medan, sisihkan.', 'Ulek cabe dan bawang, setelah itu tumis. Setelah layu wangi, masukkan kecombrang yang telah di iris tipis², tumis sebentar dan masukkan air secukupnya supaya kecombrang menjadi lembut. Tambahkan kaldu jamur dan sedikit garam supaya rasanya balance.', 'Setelah air menyusut, masukkan teri medan, aduk. Cek rasa dan angkat.', 'Siap disantap bersama nasi hangat dan rebusan sayur atau labu siam.']",Rachel Sampouw,Unknown,https://cookpad.com/id/resep/25788983
Gado-gado Siram ala Surabaya,"['100 g kacang tanah (goreng atau panggang)', '3 buah cabai merah besar (goreng)', '5 siung bawang putih (goreng)', '1 kelereng asam tanpa biji', '50 g gula merah / gula aren (serut)', '35 ml santan kental (instan)', '350 ml air matang', '1 1/2 sdt garam', '1/2 sdt gula pasir', '50 g kentang rebus dikupas', '2 sdm kecap manis', '4 buah Lontong', '100 g Tauge rebus', '150 g Kacang panjang rebus', '200 g kentang rebus', '100 g Selada', '2 buah tomat', '1 buah timun', '2 butir telur rebus', ' Tahu goreng', ' Tempe goreng', ' Kerupuk', ' Bawang goreng']","['Masukkan kacang, bawang putih dan cabai merah yang sudah digoreng ke dalam blender. Masukkan juga asam tanpa biji, gula merah, air matang, santan, garam, dan gula pasir. Blender hingga halus.', 'Setelah halus, lalu masukkan kentang rebus dan kecap manis lalu blender lagi hingga halus.', 'Siapkan panci, lalu masak bumbu dengan api sedang. Aduk terus hingga bumbu meletup-letup lalu matikan api.', 'Siapkan piring, lalu susun isian gado-gado. Lalu siram dengan bumbu dan di taburi dengan bawang goreng dan kerupuk sebagai pelengkap.', 'Gado-gado ala Surabaya siap disajikan.']",Nakama Tales,4 porsi,https://cookpad.com/id/resep/25367142
Pecel terong sambal kencur,"['1 kg (-+8 buah) terong ungu', '10 buah cabe merah', '10 buah cabe rawit merah', '6 butir kemiri', '2 ruas kencur', '8 lembar daun jeruk', '10 siung bawang putih', '1 sdt garam', '1 sdm gula pasir', '60 gr gula Jawa', 'secukupnya trasi', '2 sct @65 ml santan kental', 'secukupnya air']","['Bakar terong diatas api kecil hingga matang lunak. Kemudian kupas kulit luarnya dan sisihkan.', 'Goreng cabai,bawang putih,kencur,kemiri,trasi sampai layu,angkat dan haluskan,tambahkan garam,gula dan micin', 'Tuang santan kedalam sambal aduk rata tambahkan air secukupnya', 'Siram terong yg sudah dibakar dan dikupas tadi dengan sambal kencur dan siap dihidangkan.bisa ditambahkan tempe bakar dan telur rebus sebagai pelengkap.']",Puput ,8 porsi,https://cookpad.com/id/resep/25788195
Soto sapi bening,"['500 gram daging sapi', '2 buah Wortel', '1 ruas lengkuas', '2 lembar daun salam', '5 lembar daun jeruk', '1 batang serai', '1 bungkus masako sapi', '1 sdm garam', '1 bungkus ladaku', 'Sedikit sasa', '1 bungkus desaku bawang putih bubuk', '1 batang seledri', '1 batang daun bawang', '6 siung bawang merah', '4 siung bawang putih', '1 ruas jahe']","['Presto daging selama setengah jam', 'Tumis bumbu halus lalu masukan salam serai lengkuas dan daun jeruk masukan ke air mendidih', 'Masukan daging dan potongan wortel', 'Setelah empuk masukan garam ladaku masako dan bawang putih bubuk koreksi rasa', 'Terakhir masukan potongan seledri dan daun bawang']",Sari Oktavia,Unknown,https://cookpad.com/id/resep/25787946
Gulai daun singkong telur tahu,"['Secukupnya daun singkong (rebus)', '8 butir Telur (Rebus)', '8 buah Tahu coklat', '800 ml air', '1 buah santan Rose Brand @65ml', '1 sdt micin Asatu Rose Brand', '1 sdt garam', '2 Lembar daun salam', '1 btng sereh', '5 buah cabai merah', '2 buah cabai rawit', '7 siung bawang merah', '3 siung bawang putih', '1 sdt ketumbar', '1 ruas kunyit, jahe dan lengkuas']","['Rebus daun singkong dan telur terlebih dahulu. Lalu buat bumbu halus.', 'Tumis bumbu halus setelah harum dan matang masukan kedalam panci yang berisi daun singkong, air dan santan Rose Brand. Beri bumbu seasoning dan jangan lupa tambahkan micin Asatu Rose Brand', 'Jangan lupa Masukan tahu coklat masak hingga matang dan rasanya balance']",Dita Zuhria,1panci,https://cookpad.com/id/resep/25787927
Pempek sarden,"['1/2 kg ikan sarden giling', '3/4 air(aku pakai cangkir plastik warna warni)', '1,5 SDM garam', '1/2 SDM penyedap', '600 gram sagu tani']","['Didihkan air untuk merebus pempek', 'Campurkan ikan giling dan air, serta penyedap. Aduk hingga rata', 'Masukkan garam dan aduk kembali, lalu tambahkan sagu sebanyak 400 gram(buat 2 bertahap)', 'Uleni adonan dan buat beberapa bagian untuk di bentuk pempek lenjeran besar', 'Saat mengulang, tambahkan sisa sagu tani sedikit demi sedikit', 'Rebus ke dalam panci yang berisi air tadi', 'Rebus selama 15 menit atau pempek mengambang', 'Angkat dan tiriskan', 'Potong potong dan goreng pempek. Pempek siap disajikan.bersama cuko']",Lan WuLan,8 orang,https://cookpad.com/id/resep/25787834
Opor Ayam,"['1 kg Ayam (bagian paha/dada)', '200 ml Santan Rose Brand', '3 butir Kemiri', '1 sdt Ketumbar', '3 siung Bawang putih', '5 siung Bawang merah', '2 cm Kunyit', '2 cm Jahe', '1 batang Serai', '2 lembar Daun salam', '1 sdt Garam', '1/2 sdt Gula', '300 ml Air']","['Sangrai kemiri dan ketumbar hingga harum, lalu haluskan bersama bawang, kunyit, jahe. Tumis bumbu halus hingga wangi.', 'Masukkan ayam, aduk rata dengan bumbu.', 'Tambahkan air, serai, daun salam, garam, gula. Masak api kecil hingga ayam empuk.', 'Tuang santan Rose Brand, aduk perlahan. Masak api kecil, jangan sampai santan pecah.', 'Koreksi rasa, angkat dan sajikan.']",Lina,2 porsi,https://cookpad.com/id/resep/25787829
Serabi Solo,"['100 g Tepung beras Rose Brand', '150 ml Santan Rose Brand', '30 g Gula pasir', '1 sdm Air daun pandan atau pasta pandan', '1/4 sdt Garam']","['Campur tepung beras, gula, dan garam dalam wadah. Tambahkan santan dan air daun pandan, aduk rata hingga adonan licin.', 'Panaskan wajan hingga benar-benar panas.', 'Tuang adonan ke wajan, putar agar pinggirannya tipis. Kecilkan api, masak hingga pinggir garing dan tengah matang.', 'Angkat dan sajikan hangat.']",Lina,5 porsi,https://cookpad.com/id/resep/25787793
Sayur Lodeh Triple T (Tahu Terong Tempe),"['50 buah tahu pong ukuran kecil', '8 siung bawang merah', '6 siung bawang putih', '2 buah cabe merah besar', '5 buah cabe rawit', '1 papan tempe ukuran sedang', '4 buah terong ungu', '250 gr kacang panjang', '4 lembar daun salam', '2 batang serai', '3 ruas lengkuas', '600 ml santan (aku pake 3 bungkus santan kara)', '1500 ml air matang', 'Secukupnya minyak goreng', '1 sdm kaldu ayam', '1 sdm gula', '1 sdm garam']","['Bersihkan bawang merah, bawang putih, cabe merah besar dan cabe rawit kemudian iris tipis sisihkan. (Bumbu A)', 'Cuci bersih tahu pong kemudian sisihkan. Potong dadu tempe sisihkan. Potong terong dan kacang panjang kemudian cuci bersih dan sisihkan.', 'Cuci bersih daun salam, serai dan lengkuas yang sudah di geprek. (Bumbu B)', 'Panaskan minyak secukupnya kemudian goreng sebentar tempe sisihkan ke sisi tepi kuali, kemudian tumis bumbu A hingga harum. Aduk rata tumisan kemudian masukan terong dan kacang panjang dan tahu pong. Aduk rata. Kemudian tambahkan bumbu B. Aduk rata.', 'Masukkan air, santan, gula, garam dan kaldu ayam kemudian aduk rata. Tunggu hingga sayur matang kemudian matikan api dan sajikan 🥰']",Selly Dwi Oktari,Unknown,https://cookpad.com/id/resep/25787713
Ikan Balado Terong Ungu,"['1 ekor Ikan potong 3 bagian lalu cuci bersih, lumuri dgn garam + jeruk nipis, llu diamkan 10 menit. Cuci lagi, tepuk-tepuk pakai tisu dapur biar kering sebelum digoreng. Ikan kering= gk gampang hancur', '1 buah Terong besar, potong serong ketebalan 2 cm', 'secukupnya Minyak goreng', '10 buah Cabai merah keriting - pedasnya pas, warna bagus', '2 buah Cabai rawit merah - kalau mau lebih pedas bisa ditambah', '8 siung Bawang merah', '4 siung Bawang putih', '1 buah Tomat merah besar', '1 sdt Garam', '1 sdt Gula pasir - penyeimbang rasa', '1/2 sdt Penyedap opsional']","['Siapkan bahan', 'Goreng ikan sampai kering luarnya tapi nggak gosong. Kering luar = bumbu nggak bikin lembek.', 'Goreng terong sebentar 2 sd 3 menit per sisi, sampai layu dan pinggirannya kecoklatan. Tips: tabur garam dulu 10 menit, bilas, peras. Terong nggak nyerap minyak banyak.', 'Tiriskan', 'Haluskan semua bumbu, tumis pakai api kecil dengan 3 sdm minyak bekas goreng. \nTumis 8-10 menit sampai minyaknya pisah dan warnanya jadi merah tua. Kalau bumbu masih mentah, baladonya langu dan cepat basi. \nTanda udah matang: aromanya wangi, nggak nyegrak, dan warna merahnya keluar.', 'Masukin ikan dan terong yang udah digoreng. Aduk pakai api besar 1-2 menit aja. Tujuannya biar bumbu nempel tapi ikan dan terong tetap kering. \nJangan kelamaan, nanti lembek.', 'Tes rasa. Kalau mau ada asam segar, tambahin 1 sdt air jeruk nipis pas udah mau diangkat.', 'Sepiring Nasi Ikan Balado dan Terong Balado ini udah siap bikin makan siang jadi nggak bisa ditolak 😋']",ATIKA WAHYU,Unknown,https://cookpad.com/id/resep/25787512
Sate Tempe Rangkayo Hitam khas Jambi,"['1/2 papan Tempe, potong dadu', '2 lembar Daun salam', '2 lembar Daun jeruk', '6 sdm Santan Rose Brand', '3 sdm Kecap manis', '1 sdm Gula merah', 'secukupnya Garam', 'secukupnya Air', 'secukupnya Minyak Goreng Rose Brand untuk menumis', '4 siung Bawang putih', '3 butir Bawang merah', '25 g Kacang tanah goreng/panggang', '1 sdt Ketumbar bubuk', '5 buah Cabe merah keriting', ' Bawang goreng', ' Jeruk limau']","['Siapkan bahan².', 'Tumis bumbu halus dengan Minyak Goreng Rose Brand hingga bumbu harum. Masukkan daun jeruk & daun salam, tumis hingga bumbu matang.', 'Tuang Santan Rose Brand, kecap, gula merah & garam. Aduk², jangan lupa tes rasa ya.', 'Masukkan tempe, tuang air jika perlu. Masak sebentar hingga bumbu menyerap. Matikan api & biarkan hangat.', 'Tusuk tempe dengan tusukan sate, lakukan hingga selesai. Panggang di teflon. Angkat & sajikan.']",Pujani Handayani,6 orang,https://cookpad.com/id/resep/25783913
Balado Terong Ungu,"['4 buah terong ungu ukuran kecil', '5 siung bawang merah', '2 siung bawang putih', '10 butir cabai merah', '1 butir kemiri', 'Secukupnya penyedap rasa', 'Secukupnya kecap manis']","['Setelah dicuci bersih, haluskan/blender bawang merah, bawang putih, cabai merah, kemiri', 'Potong terong ungu memanjang atau sesuai selera. Lalu cuci bersih.', 'Goreng terong ungu setengah matang.', 'Panaskan minyak lalu oseng-oseng sampai matang bumbu yang telah dihaluskan/diblender.', 'Tambahkan penyedap rasa dan kecap manis. Koreksi rasa.', 'Masukkan terong ungu yang telah digoreng. Aduk hingga merata dan Balado Terong Ungu siap untuk dihidangkan.']",Mey Silvianti,4 porsi,https://cookpad.com/id/resep/25787614
Nasi Kuning Jadul Rice Cooker,"['3 sdm garam (sesuai selera asinnya)', '1 ruas jari kunyit', '5 lembar daun jeruk', '1 batang serai', '2 liter santan kental', '1,5 liter Beras', '5 siung bawang putih']","['Cuci bersih beras, kemudian tiriskan dan masukkan rice cooker', 'Haluskan kunyit dan bawang putih', 'Masukkan bumbu dan santan ke rice cooker yang berisi besar, kemudian tekan tombol cook', 'Tunggu kurang lebih 40 menit sampai lampu indikator di tombol warm', 'Aduk-aduk nasi agar warna kuning tercampur rata pada nasi. Dan nasi siap di santap bersama keluarga.']",Aminah Habibie,15 porsi,https://cookpad.com/id/resep/25787503
Gado Gado,"['1 ikat kangkung', '1 ikat daun singkong', '2 batang wortel', '1 potong kol', '1 bungkus toge', '1 bungkus kacang tanah', '1 potong gula merah', '5 cabe merah', '2 siung bawang putih', '1/2 sdm garam', '1/2 sdt A satu rose brand', '1/2 sdt gula pasir', '50 ml air asam jawa']","['Rebus semua sayuran sisihkan goreng kacang sampe matang', 'Lalu haluskan beri cabe bawang putih beri garam gula merah blender sampe halus', 'Campurkan sayuran dengan bumbu lalu sajikan']","Yuni Kurniasih,",3 porsi,https://cookpad.com/id/resep/25786828
Semur Tahu Betawi,"['1 bungkus tahu coklat', '2 siung bawang putih, iris', '4 siung bawang merah, iris', '2 buah cabai merah, iris menyerong', '1 buah tomat merah, potong sesuai selera', '1 buah sereh, geprek', '1 ruas jahe, parut', 'Secukupnya air', 'Secukupnya kecap', 'Secukupnya garam', 'Secukupnya minyak goreng Rose Brand']","['Siapkan bahan, tumis semua bumbu hingga harum dengan menggunakan minyak goreng Rose Brand', 'Masukkan tahu, oseng2 sebentar lalu tambahkan air.', 'Setelah mendidih, masukkan kecap dan garam. Biarkan air menyusut. Koreksi rasa. Hidangkan bersama lauk lainnya.']",Anggia Hapsari,4 orang,https://cookpad.com/id/resep/25781353
Terong Balado Korea 🇰🇷,"['2 sdm Kecap asin', '1 sdt Gochugaru', '1/2 sdm Bawang putih cincang', '1 sdm Saus tiram', '1/2 sdm Gula', '1 jumput Merica', '1 sdm Cooking Wine', '3 bh Terong', '1/2 bh Bawang Bombay', '1/4 btg Daun bawang', '1 bh Cabe merah', '1 bh Cabe ijo', '2 sdm Minyak goreng']","['Siapkan semua bahan. Potong terong, daun bawang, bawang bombay, cabe merah dan cabe ijo sesuai selera.', 'Masukkan semua bumbu ke dalam mangkuk, kemudian aduk rata. Panaskan minyak goreng.', 'Tumis bawang bombay dan daun bawang sampai harum di api sedang. Masukkan terong dan bumbu, kemudian aduk sampai tercampur rata. Kalau sudah setengah matang, masukkan irisan cabe dan aduk kembali sampai tercampur rata. Jika sudah matang Terong balado Korea siap untuk di sajikan.']",Sarah Kuswinarningtias,Unknown,https://cookpad.com/id/resep/25767776
Sambal kerang kecombrang,"['7 bawang merah', '4 bawang putih', '4 buah cabe keriting', '7 buah cabe rawit', 'Secukupnya kerang hijau/ dara yang sudah dibersihkan', 'secukupnya Garam', 'secukupnya gula', 'secukupnya lada', '3 lembar daun jeruk', ' batang sereh', ' bunga kecombrang', '1 buah Tomat (optional)']","['Chopper kasar bawang merah, bawang putih, cabe keriting dan cabe rawit', 'Iris tipis sereh dan kecombrang', 'Tumis semua bahan', 'Masukkan gula garam lada secukupnya', 'Koreksi rasa dan tumis sambal kerang kecombrang siap disantap']",imaa,2 orang,https://cookpad.com/id/resep/25787036
13. Sambal Kacang Tahu,"['100 gram kacang tanah', '2 siung bawang putih', '5 biji cabai rawit', '4 sdm kecap manis', '5 kotak tahu goreng', 'secukupnya sayur kol', 'secukupnya garam', 'secukupnya air']","['Goreng kacang tanah dan bawang putih, taruh cobek masukkan cabai rawit, garam, uleg sampai halus tambahkan air, lalu tambahkan kecap manis.', 'Goreng tahu hingga kering', 'Rebus sayur kol hingga lunak, tiriskan', 'Iris tahu goreng, masukkan ke dalam sambal kacang, aduk hingga tahu rata dengan sambal kacang, masukkan sayur kol rebus, siap untuk dinikmati']",Ainur Rosyda,3 orang,https://cookpad.com/id/resep/25786865
Ayam Rica-Rica Pedas Manis,"['4 potong paha pentung ayam', '10 buah bawang merah', '5 siung bawang putih', '3 butir kemiri', '8 buah cabe keriting', '10 buah cabe rawit', 'Sedikit gula merah', '4 sdm saus sambal', '5 sdm kecap manis', 'secukupnya Garam', 'secukupnya Penyedap', 'secukupnya Daun salam', 'secukupnya Masako', 'Secukupnya Minyak untuk menumis &amp; menggoreng']","['Rebus paha ayam bersama daun salam, garam, dan sedikit masako sekitar 10 menit supaya ayam lebih gurih dan tidak amis.', 'Angkat lalu goreng sebentar sampai bagian luar ayam agak kecoklatan. Tidak perlu terlalu kering.', 'Blender bawang merah, bawang putih, kemiri, cabe keriting, dan cabe rawit sampai halus.', 'Panaskan minyak agak banyak, lalu tumis bumbu halus sampai benar-benar tanak, harum, dan minyaknya mulai merah keluar.', 'Tambahkan sedikit gula merah, saus sambal, kecap manis, garam, dan penyedap. Aduk rata lalu koreksi rasa.', 'Masukkan ayam goreng ke dalam sambal, aduk sampai semua bagian terbalut bumbu.', 'Masak dengan api kecil sampai bumbu menyerap dan sedikit mengental. Kalau suka agak becek dan berminyak seperti di foto, biarkan sedikit kuah minyak sambalnya.']",Rieska Alfiah,Unknown,https://cookpad.com/id/resep/25785263
Semur Jengkol Pedas Manis,"['500 gr jengkol,rebus,geprek,sisihkan', '3 lembar daun salam', 'Sejempol lengkuas', '6 sdm kecap manis', 'Secukupnya garam,gula,totole', '1/2 keping gula jawa', '300 ml air', 'Secukupnya minyak', '7 siung bawang merah', '4 siung bawang putih', '10 buah cabe keriting', '3 cabe rawit', '3 buah kemiri', '1/2 sdm ketumbar', '1/2 sdm lada', 'Secukupnya minyak untuk menumis']","['Tumis bumbu halus,daun salam dan lengkuas.masak hingga bumbu matang', 'Masukan garam,totole,gula,gula jawa,kecap manis, tambahkan air.koreksi rasa.', 'Jika sudah pas,masukan jengkol yang sudah direbus.masak hingga bumbu meresap.sajikan']",Dapur Tabby,Unknown,https://cookpad.com/id/resep/25784108
Nasi kuning,"['2 takar beras', '1 SASET bumbu instan nasi kuning', '1 SASET santan Rose Brand', '1 serai', '1 sdt micin A satu Rose Brand', '1 sdm gula pasir Rose Brand', ' Pelengkap:', ' Bihun goreng', ' Telur dadar', ' Kemangi', ' Emping goreng']","['Cuci beras,beri serai dan bumbu instan nasi kuning', 'Beri air', 'Tambahkan santan Rose Brand,dan gula pasir Rose Brand', 'Beri micin A satu Rose Brand,aduk. Masak sampai matang', 'Sajikan dengan telur dadar,bihun dan kemangi serta emping']",Ratna Rasuan ,2 porsi,https://cookpad.com/id/resep/25782300
